dis_img_path,dis_type,score,orig_width,orig_height,views,likes,favorites,downloads,comments,image_bytes,user_name,page_url,image_name_orig
UHD-IQA/training/36.jpg,Authentic,0.756,3840,2160,164525,704,639,87285,85,847045,Monoar,https://pixabay.com/photos/clock-alarm-clock-watch-time-old-1274699/,57e2d2474c5ba514ea89877bc72e3f771122dfe054537348702e7ed2.jpg
UHD-IQA/training/37.jpg,Authentic,0.758,4912,2760,20770,105,141,10306,19,2286567,staffordgreen0,https://pixabay.com/photos/dog-pet-cute-doggy-little-happy-705820/,51e0d04b4852b114a6db827dc1203e7a083edbe253557741702673.jpg
UHD-IQA/training/38.jpg,Authentic,0.782,4896,3264,23805,124,128,9698,13,5203730,Free-Photos,https://pixabay.com/photos/painter-artist-man-work-painting-931711/,5fe3d4444b53b114a6db827dc1203e7a083edbe25250784f7d287f.jpg
UHD-IQA/validation/39.jpg,Authentic,0.7165,5000,3328,41204,255,259,18528,32,3927475,MonikaIris,https://pixabay.com/photos/water-river-lake-mountains-alpine-3161063/,55e1d3424a54af14ea89877bc72e3f771122dfe05457724874267cd1.jpg
UHD-IQA/validation/40.jpg,Authentic,0.693,4288,2582,1757,57,38,517,3,5670627,Larisa-K,https://pixabay.com/photos/autumn-landscape-forest-nature-1912640/,57e9d4414c56ac14ea89877bc72e3f771122dfe054557741772b79d5.jpg
UHD-IQA/validation/41.jpg,Authentic,0.6615,5172,3000,10652,74,121,4436,1,1236066,InspireCreateCelebrate,https://pixabay.com/photos/wedding-bouquet-tea-party-sweet-3395313/,55e3dc464953af14ea89877bc72e3f771122dfe05456724f73267dd6.jpg
UHD-IQA/training/42.jpg,Authentic,0.745,4912,3278,25047,154,122,11431,31,3526933,Katzenfee50,https://pixabay.com/photos/persian-poems-hafez-persian-poet-3199610/,55e1dc4a4c53ac14ea89877bc72e3f771122dfe05457744a70267fdd.jpg
UHD-IQA/training/43.jpg,Authentic,0.7015,5184,3456,4188,39,71,1693,9,1309731,PublicDomainArchive,https://pixabay.com/photos/herbage-pasture-grass-night-nature-349812/,55e4dc4b4b50b114a6db827dc1203e7a083edbe25359784e772a7f.jpg
UHD-IQA/training/44.jpg,Authentic,0.7385,4272,2848,12534,115,140,5382,11,2688301,Amber_Avalona,https://pixabay.com/photos/halloween-occult-halloween-costume-1784559/,57e7dd474f57a514ea89877bc72e3f771122dfe054527841722b7ad5.jpg
UHD-IQA/training/45.jpg,Authentic,0.716,3972,2539,3540,56,44,1228,12,2343365,pixel2013,https://pixabay.com/photos/strawberries-basket-moss-blossom-2111124/,54e1d4424b50a814ea89877bc72e3f771122dfe05453724175297ed6.jpg
UHD-IQA/training/46.jpg,Authentic,0.642,5616,3744,19622,94,146,9596,10,9986672,jaygeorge,https://pixabay.com/photos/mask-masquerade-carnival-disguise-875534/,5ee7d0464956b114a6db827dc1203e7a083edbe25358734a772879.jpg
UHD-IQA/test/47.jpg,Authentic,0.772,5130,3840,29873,111,180,12700,9,2306193,Pexels,https://pixabay.com/photos/breakfast-delicious-diet-epicure-1869132/,57e8d34a4b51ae14ea89877bc72e3f771122dfe05455744a742f7dd5.jpg
UHD-IQA/test/48.jpg,Authentic,0.7485,6000,3202,39716,300,331,17419,30,1806567,pixel2013,https://pixabay.com/photos/ballerina-ballroom-dancers-human-2878354/,54e8d24b4957a814ea89877bc72e3f771122dfe05454724e7c2a7cd0.jpg
UHD-IQA/training/49.jpg,Authentic,0.816,5008,2592,113029,342,446,38595,106,1738306,stux,https://pixabay.com/photos/flamingo-valentine-heart-600205/,50e0d5414a57b114a6db827dc1203e7a083edbe25256794f71297d.jpg
UHD-IQA/training/50.jpg,Authentic,0.755,4533,3400,142947,402,519,71686,34,3219890,DariuszSankowski,https://pixabay.com/photos/phone-mobile-telephone-smartphone-1052023/,57e0d0414a50af14ea89877bc72e3f771122dfe05450744d732f7cd4.jpg
UHD-IQA/test/51.jpg,Authentic,0.478,5184,2866,17498,153,145,14472,14,725274,pixel2013,https://pixabay.com/photos/sunrise-sun-clouds-sky-nature-3533193/,55e5d6404b5baf14ea89877bc72e3f771122dfe05459734e7d2a7ddc.jpg
UHD-IQA/training/52.jpg,Authentic,0.7915,4570,3047,41043,178,234,18236,18,3196117,marvelmozhko,https://pixabay.com/photos/childhood-baby-costume-newborn-2935722/,54e9d6464d50ae14ea89877bc72e3f771122dfe05454744e7d2a73d1.jpg
UHD-IQA/training/53.jpg,Authentic,0.7075,6341,4232,39547,188,255,21550,18,4617304,Pexels,https://pixabay.com/photos/grass-lying-resting-relaxing-man-1867800/,57e8d3444252ac14ea89877bc72e3f771122dfe05455744b712b72d7.jpg
UHD-IQA/training/54.jpg,Authentic,0.683,4896,3264,12309,121,146,5242,11,7346746,DeltaWorks,https://pixabay.com/photos/japan-aso-shrine-stairs-moss-1778543/,57e7d24b4f56af14ea89877bc72e3f771122dfe05452784f712979d7.jpg
UHD-IQA/training/55.jpg,Authentic,0.7175,5863,3909,9737,82,92,5491,16,11625775,Tama66,https://pixabay.com/photos/horror-spooky-mystical-weird-3215406/,55e2d4464e52aa14ea89877bc72e3f771122dfe054577440712b7ad1.jpg
UHD-IQA/training/56.jpg,Authentic,0.713,5472,3648,4596,68,55,1828,5,2684709,mariavp,https://pixabay.com/photos/cat-animal-pet-home-night-book-1649955/,57e6d14a4357a914ea89877bc72e3f771122dfe054527540702e7ad0.jpg
UHD-IQA/training/57.jpg,Authentic,0.748,6000,4000,9781,78,83,4079,9,3554163,Myriams-Fotos,https://pixabay.com/photos/daisy-bellis-philosophy-2320519/,54e3d7434f53a514ea89877bc72e3f771122dfe05452714c772f7adc.jpg
UHD-IQA/training/58.jpg,Authentic,0.707,5184,3161,853,62,57,195,13,2661435,pixel2013,https://pixabay.com/photos/plums-fruit-fruits-ripe-violet-3641812/,55e6d1424253ae14ea89877bc72e3f771122dfe054597940732c7ed6.jpg
UHD-IQA/test/59.jpg,Authentic,0.718,6026,4018,36244,189,221,11657,57,5020399,Bergadder,https://pixabay.com/photos/power-plant-conducting-electric-old-344231/,55e4d1414953b114a6db827dc1203e7a083edbe253597948772673.jpg
UHD-IQA/test/60.jpg,Authentic,0.723,5184,3456,4996,73,78,1446,3,3991355,TerriC,https://pixabay.com/photos/tea-cup-tea-coffee-cup-coffee-2125022/,54e1d7464a50ae14ea89877bc72e3f771122dfe054537548702d7dd0.jpg
UHD-IQA/test/61.jpg,Authentic,0.696,5076,2496,183817,581,549,140443,52,811625,jplenio,https://pixabay.com/photos/sunset-island-sky-waters-panorama-3087145/,55e0dd444b56a914ea89877bc72e3f771122dfe05457714c7d2e7bdc.jpg
UHD-IQA/test/62.jpg,Authentic,0.8385,7194,4726,25833,184,174,8220,11,4575154,sasint,https://pixabay.com/photos/asia-bathing-cambodia-ederly-human-1793425/,57e7dc404e50a914ea89877bc72e3f771122dfe0545571487c2c7fd6.jpg
UHD-IQA/test/63.jpg,Authentic,0.7045,5259,3098,418945,668,678,173348,373,1358321,stevepb,https://pixabay.com/photos/calculator-calculation-insurance-385506/,55e8d0464a54b114a6db827dc1203e7a083edbe2525073487d2772.jpg
UHD-IQA/training/64.jpg,Authentic,0.75,4596,2628,31955,192,166,15442,72,2774944,Myriams-Fotos,https://pixabay.com/photos/raindrop-drip-rain-water-wet-1587994/,57e5dd44435ba814ea89877bc72e3f771122dfe054527340732a78dc.jpg
UHD-IQA/training/65.jpg,Authentic,0.751,5760,3840,7532,77,102,2774,8,1746825,JillWellington,https://pixabay.com/photos/daisies-vase-window-floral-bouquet-2485064/,54e4dd464a54a814ea89877bc72e3f771122dfe054527441722673dc.jpg
UHD-IQA/training/66.jpg,Authentic,0.759,4928,3264,1051,35,31,304,9,5791515,congerdesign,https://pixabay.com/photos/roses-rosebush-goal-red-rose-bloom-1433065/,57e4d6404a54a914ea89877bc72e3f771122dfe05453764d70287bdd.jpg
UHD-IQA/training/67.jpg,Authentic,0.718,4091,2727,34924,169,162,15305,23,2456859,burtamus,https://pixabay.com/photos/pigeon-dove-bird-wings-fly-747462/,51e4d2474c50b114a6db827dc1203e7a083edbe25354794a742b7b.jpg
UHD-IQA/validation/68.jpg,Authentic,0.582,4306,2954,633,23,20,163,9,1542096,mirokola,https://pixabay.com/photos/the-kingfishers-colorful-nature-3431732/,55e4d6424d51ae14ea89877bc72e3f771122dfe0545678497d2d79dc.jpg
UHD-IQA/validation/69.jpg,Authentic,0.775,5934,3955,27455,139,144,10126,4,4949607,shadowfirearts,https://pixabay.com/photos/living-room-fireplace-interior-room-2046668/,54e0d1454c54a414ea89877bc72e3f771122dfe054537348772e72dd.jpg
UHD-IQA/training/70.jpg,Authentic,0.7365,6000,3188,7975,126,123,3433,13,1528854,pixel2013,https://pixabay.com/photos/rose-floribunda-pink-pink-rose-2503523/,54e5d5404f50af14ea89877bc72e3f771122dfe05452774d7c2a7fd3.jpg
UHD-IQA/test/71.jpg,Authentic,0.673,3872,2592,46790,141,223,21926,14,2850585,jdpereiro,https://pixabay.com/photos/office-space-office-sunny-coworking-1744803/,57e7d1474252af14ea89877bc72e3f771122dfe05452794a722973d3.jpg
UHD-IQA/validation/72.jpg,Authentic,0.588,4352,2901,39540,303,278,27899,36,5056006,fietzfotos,https://pixabay.com/photos/nature-trees-landscape-avenue-3204336/,55e2d5474951aa14ea89877bc72e3f771122dfe05457744c732e72d7.jpg
UHD-IQA/training/73.jpg,Authentic,0.773,4061,2711,11036,111,125,3265,7,2633940,Free-Photos,https://pixabay.com/photos/bird-animal-wildlife-flight-983941/,5fe8d64a4e53b114a6db827dc1203e7a083edbe25252754e742e72.jpg
UHD-IQA/training/74.jpg,Authentic,0.6925,5472,3648,62898,225,300,22375,15,4926027,Free-Photos,https://pixabay.com/photos/romance-couple-love-hug-embrace-1209046/,57e2d54a4a56aa14ea89877bc72e3f771122dfe05453714a772e7ddc.jpg
UHD-IQA/training/75.jpg,Authentic,0.7125,4806,3271,23994,126,206,8829,9,1990381,milivanily,https://pixabay.com/photos/hands-two-palms-light-hand-in-hand-1044882/,57e0d147425aae14ea89877bc72e3f771122dfe05450744b702e7fdd.jpg
UHD-IQA/training/76.jpg,Authentic,0.7715,5997,4000,106252,380,528,67791,23,5319271,Engin_Akyurt,https://pixabay.com/photos/coffee-cafe-table-drink-work-2242213/,54e2d1414853af14ea89877bc72e3f771122dfe05453764073287dd0.jpg
UHD-IQA/validation/77.jpg,Authentic,0.774,5184,3456,36542,190,348,19310,15,3435353,BUMIPUTRA,https://pixabay.com/photos/poster-mockup-mockup-poster-frame-2853842/,54e8d0404256ae14ea89877bc72e3f771122dfe054547341762d73d2.jpg
UHD-IQA/training/78.jpg,Authentic,0.617,5263,3788,13659,104,147,5012,7,10291607,LubosHouska,https://pixabay.com/photos/european-bee-eater-merops-apiaster-852588/,5ee5d746425ab114a6db827dc1203e7a083edbe25359774a752c72.jpg
UHD-IQA/training/79.jpg,Authentic,0.656,5184,3888,3779,48,76,1652,1,7690864,YanceTAY,https://pixabay.com/photos/castle-ruin-output-moss-green-old-2418614/,54e4d44b4c53a814ea89877bc72e3f771122dfe05452724e702b73d0.jpg
UHD-IQA/validation/80.jpg,Authentic,0.676,4272,2848,2872,43,48,1268,2,2488233,jjekafluf,https://pixabay.com/photos/garden-secret-vintage-park-nature-2569952/,54e5d34a4357ae14ea89877bc72e3f771122dfe054527940772f72d6.jpg
UHD-IQA/training/81.jpg,Authentic,0.7565,5184,3129,21338,123,118,10458,16,1737830,pixel2013,https://pixabay.com/photos/easter-egg-easter-willow-catkin-egg-3257201/,55e2d0444852ad14ea89877bc72e3f771122dfe05457764f77287dd4.jpg
UHD-IQA/training/82.jpg,Authentic,0.764,5060,3133,3941,62,57,2273,10,1617771,pixel2013,https://pixabay.com/photos/wood-anemone-anemone-nemorosa-flower-3299538/,55e2dc4a4f51a414ea89877bc72e3f771122dfe05457784a7c2d7dd4.jpg
UHD-IQA/training/83.jpg,Authentic,0.8025,5472,3648,118696,251,317,57955,46,7591806,RyanMcGuire,https://pixabay.com/photos/running-sprint-cinder-track-498257/,52e9dd414f55b114a6db827dc1203e7a083edbe252557548722e7f.jpg
UHD-IQA/training/84.jpg,Authentic,0.717,5184,3456,119000,345,454,52138,34,9711330,FreeCreativeStuff,https://pixabay.com/photos/vintage-texture-vintage-paper-retro-2714966/,54e7d4474354aa14ea89877bc72e3f771122dfe054557648702679d7.jpg
UHD-IQA/training/85.jpg,Authentic,0.7345,5184,3087,2055,65,64,942,16,2570309,pixel2013,https://pixabay.com/photos/plum-cake-springform-pan-preparation-3641833/,55e6d1424251af14ea89877bc72e3f771122dfe054597940732b7fd1.jpg
UHD-IQA/training/86.jpg,Authentic,0.7165,4000,3000,13817,103,101,5451,32,2737994,silviarita,https://pixabay.com/photos/ice-ice-cream-fruit-ice-cream-2305178/,54e3d5464b55a414ea89877bc72e3f771122dfe0545378407c2c73dd.jpg
UHD-IQA/training/87.jpg,Authentic,0.686,6000,4052,38289,132,202,19233,13,3967917,rawpixel,https://pixabay.com/photos/break-business-business-people-2297835/,54e2dc444251a914ea89877bc72e3f771122dfe05453784e732b7cd0.jpg
UHD-IQA/validation/88.jpg,Authentic,0.617,5943,3962,19228,167,199,8362,31,11437889,herbert2512,https://pixabay.com/photos/lost-places-heiligendam-villa-ruin-2759275/,54e7d04a4855a914ea89877bc72e3f771122dfe05455784874297bd4.jpg
UHD-IQA/training/89.jpg,Authentic,0.738,5760,3840,8351,63,108,4712,6,6553769,StockSnap,https://pixabay.com/photos/trees-plant-flower-nature-outdoor-2594305/,54e5dc474952a914ea89877bc72e3f771122dfe054557149772e7ed0.jpg
UHD-IQA/training/90.jpg,Authentic,0.658,4752,3168,40637,175,181,19233,21,4364249,cocoparisienne,https://pixabay.com/photos/elephant-skin-elephant-245071/,54e4d0434d53b114a6db827dc1203e7a083edbe25354794076267b.jpg
UHD-IQA/test/91.jpg,Authentic,0.7015,4902,2669,14402,87,109,6758,9,3185468,Free-Photos,https://pixabay.com/photos/clouds-sky-landscape-sun-horizon-1209444/,57e2d54a4e56a814ea89877bc72e3f771122dfe05453714a762a72d3.jpg
UHD-IQA/training/92.jpg,Authentic,0.777,3997,3171,27044,157,265,11517,9,1948652,StockSnap,https://pixabay.com/photos/flat-lay-food-dessert-fruits-2583213/,54e5dd404853af14ea89877bc72e3f771122dfe05452784d762978d0.jpg
UHD-IQA/training/93.jpg,Authentic,0.798,4752,3168,34100,108,212,15956,10,4627759,Free-Photos,https://pixabay.com/photos/business-business-people-businessman-1149630/,57e1d14a4c51ac14ea89877bc72e3f771122dfe05450794f712979d2.jpg
UHD-IQA/training/94.jpg,Authentic,0.694,5171,3232,111223,593,710,49480,43,5019786,LubosHouska,https://pixabay.com/photos/fallow-deer-stag-deer-wild-animal-984573/,5fe8d1464d51b114a6db827dc1203e7a083edbe252527540742878.jpg
UHD-IQA/training/95.jpg,Authentic,0.7225,5472,3554,9965,90,93,3307,8,1881428,abeer_alabdullah,https://pixabay.com/photos/portrait-kids-child-people-smiling-1833929/,57e8d6404350a514ea89877bc72e3f771122dfe05455704f7d2d7bd7.jpg
UHD-IQA/training/96.jpg,Authentic,0.7775,5326,3551,25296,90,203,14778,14,3288276,StockSnap,https://pixabay.com/photos/smartphone-mobile-notebook-notepad-925287/,5fe2d0414255b114a6db827dc1203e7a083edbe25250764e7d297e.jpg
UHD-IQA/validation/97.jpg,Authentic,0.691,7400,5000,12305,115,97,7204,24,5222892,Hans,https://pixabay.com/photos/fog-clouds-sea-of-fog-mountain-3461451/,55e4d3424e57ad14ea89877bc72e3f771122dfe0545971487d297bd4.jpg
UHD-IQA/validation/98.jpg,Authentic,0.6315,5184,3456,32367,124,170,12406,8,9601650,CCraemer,https://pixabay.com/photos/church-gothic-normandy-building-600336/,50e0d5404954b114a6db827dc1203e7a083edbe25256794f7d2878.jpg
UHD-IQA/training/99.jpg,Authentic,0.707,5184,3456,43210,149,217,17473,24,3722904,Profile,https://pixabay.com/photos/happiness-kids-mom-sye-987394/,5fe8d2404356b114a6db827dc1203e7a083edbe25252744e732879.jpg
UHD-IQA/validation/100.jpg,Authentic,0.6485,6000,3375,15079,122,166,8538,11,5380369,jplenio,https://pixabay.com/photos/sunset-dawn-dusk-evening-moon-3102750/,55e1d5414d57ac14ea89877bc72e3f771122dfe054577048712f7ad2.jpg
UHD-IQA/training/101.jpg,Authentic,0.741,5159,3200,6217,63,72,2524,17,2418034,PIRO4D,https://pixabay.com/photos/time-moondial-time-machine-1842678/,57e8d1414c55a414ea89877bc72e3f771122dfe05455754b72287ad2.jpg
UHD-IQA/training/102.jpg,Authentic,0.808,7360,3949,164611,793,855,92792,69,8111747,sasint,https://pixabay.com/photos/agriculture-rice-plantation-thailand-1807581/,57e8d5444f5aad14ea89877bc72e3f771122dfe05455714e742a7fd3.jpg
UHD-IQA/training/103.jpg,Authentic,0.766,4752,3168,16434,109,138,5736,9,6981541,stux,https://pixabay.com/photos/library-books-knowledge-419254/,52e1dc414f56b114a6db827dc1203e7a083edbe252537349702979.jpg
UHD-IQA/training/104.jpg,Authentic,0.6885,4896,3264,8884,85,110,3131,1,4206936,ivanovgood,https://pixabay.com/photos/people-seat-chair-within-room-3177508/,55e1d2444f52a414ea89877bc72e3f771122dfe05457754c702a7fd3.jpg
UHD-IQA/training/105.jpg,Authentic,0.763,4233,2834,4269,72,72,1445,7,2029971,pixel2013,https://pixabay.com/photos/flower-daisies-blossom-bloom-2254866/,54e2d0474254aa14ea89877bc72e3f771122dfe05453794a7c2778d4.jpg
UHD-IQA/training/106.jpg,Authentic,0.708,4000,2394,125823,541,596,57877,58,2698528,cocoparisienne,https://pixabay.com/photos/eye-blue-eye-iris-pupil-face-1173863/,57e1d2404254af14ea89877bc72e3f771122dfe05450784a772c7ed5.jpg
UHD-IQA/training/107.jpg,Authentic,0.7145,6000,4172,3655,55,62,1619,6,2192814,pixel2013,https://pixabay.com/photos/spray-cans-graffiti-sprayer-mask-2738527/,54e7d64b4f50ab14ea89877bc72e3f771122dfe05455794a70287ad2.jpg
UHD-IQA/training/108.jpg,Authentic,0.7665,5364,3571,908188,1035,962,494554,111,3010450,Nietjuh,https://pixabay.com/photos/love-valentine-heart-in-love-3061483/,55e0d3424e5aaf14ea89877bc72e3f771122dfe05454784e762c7cd6.jpg
UHD-IQA/validation/109.jpg,Authentic,0.8005,5259,3506,44287,294,351,24191,20,4927536,Daria-Yakovleva,https://pixabay.com/photos/coffee-cappuccino-caf%C3%A9-closeup-2151200/,54e1d0424852ac14ea89877bc72e3f771122dfe054537449762c79d5.jpg
UHD-IQA/training/110.jpg,Authentic,0.72,3872,2592,20725,103,150,9060,10,2193602,staffordgreen0,https://pixabay.com/photos/eyes-animal-nature-dog-blue-712125/,51e1d7424857b114a6db827dc1203e7a083edbe25355794f702f73.jpg
