dis_img_path,dis_type,score,variance,ratings
GFIQA/images/10993003066_0.png,image_natural,0.422446808,0.052237291,[0.26804124 0.26804124 0.23232323 0.25       0.15625    0.85858586 0.45454545 0.57291667 0.36363636 0.26262626 0.85714286 0.52525253]
GFIQA/images/495797195_0.png,image_natural,0.521459424,0.051946464,[0.43298969 0.43298969 0.39393939 0.33       0.9375     0.94949495 0.16161616 0.5625     0.49494949 0.31313131 0.59183673 0.65656566]
GFIQA/images/4917236416_0.png,image_natural,0.391899456,0.05149777,[0.27835052 0.09278351 0.14141414 0.38       0.1875     0.77777778 0.15151515 0.3125     0.53535354 0.48484848 0.71428571 0.64646465]
GFIQA/images/3995513767_0.png,image_natural,0.483831471,0.050874331,[0.31958763 0.4742268  0.85858586 0.41       0.23958333 0.87878788 0.06060606 0.45833333 0.4040404  0.51515152 0.52040816 0.66666667]
GFIQA/images/7283058558_0.png,image_natural,0.266716549,0.050793415,[0.24742268 0.16494845 0.25252525 0.24       0.14583333 0.84848485 0.05050505 0.47395833 0.38383838 0.         0.51020408 0.46464646]
GFIQA/images/6476637419_0.png,image_natural,0.60629255,0.050532249,[0.70103093 0.19587629 0.5959596  0.48       0.53125    0.88888889 0.29292929 0.51041667 0.54545455 1.         0.83673469 0.6969697 ]
GFIQA/images/11882548655_3.png,image_natural,0.166819318,0.050361504,[0.12371134 0.24742268 0.94949495 0.14       0.20833333 0.18181818 0.01010101 0.25       0.32323232 0.1010101  0.16326531 0.21212121 0.04081633]
GFIQA/images/5939388644_0.png,image_natural,0.552176196,0.050342248,[0.4742268  0.13402062 0.29292929 0.36       0.64583333 0.95959596 0.74747475 0.45833333 0.53535354 0.70707071 0.81632653 0.49494949]
GFIQA/images/4934486028_0.png,image_natural,0.091747314,0.050314225,[0.         0.03092784 0.06060606 0.01       0.22916667 0.31313131 0.         0.82291667 0.06060606 0.         0.17346939 0.13131313]
GFIQA/images/8639649394_1.png,image_natural,0.176677948,0.050002151,[0.24742268 0.20618557 0.25252525 0.12       0.15104167 0.41414141 0.06060606 0.92708333 0.28282828 0.06060606 0.07142857 0.17171717 0.08163265]
GFIQA/images/3869644774_0.png,image_natural,0.313382888,0.049666737,[0.17525773 0.13402062 0.26262626 0.24       0.66666667 0.85858586 0.06060606 0.45833333 0.34343434 0.22222222 0.52040816 0.36363636]
GFIQA/images/9417334111_2.png,image_natural,0.615130158,0.049324386,[0.4742268  0.32989691 0.60606061 0.1        0.95833333 0.94949495 0.53535354 0.59375    0.51515152 0.58585859 0.6122449  0.60606061]
GFIQA/images/5611051619_0.png,image_natural,0.63286046,0.049198815,[0.37113402 0.77319588 0.5959596  0.46       0.98958333 0.94949495 0.64646465 0.125      0.61616162 0.47474747 0.48979592 0.67676768 0.55102041]
GFIQA/images/5586988335_1.png,image_natural,0.112160308,0.049101995,[0.05154639 0.18556701 0.09090909 0.12       0.07291667 0.19191919 0.03535354 0.91666667 0.2020202  0.08080808 0.03061224 0.14141414 0.14285714]
GFIQA/images/3613527510_1.png,image_natural,0.351851686,0.049015803,[0.57731959 0.35051546 0.21212121 0.48       0.15625    0.8989899 0.17171717 0.42708333 0.50505051 0.46464646 0.04081633 0.48484848]
GFIQA/images/9388041687_0.png,image_natural,0.447047904,0.048968836,[0.31958763 0.37113402 0.24242424 0.42       0.95833333 0.88888889 0.31313131 0.4375     0.42424242 0.3030303  0.56122449 0.63636364]
GFIQA/images/7021716897_0.png,image_natural,0.760082415,0.048965334,[0.83505155 0.01030928 0.67676768 0.77       0.86458333 0.94949495 0.76767677 0.73958333 0.66666667 0.83838384 0.70408163 0.74747475 0.56122449]
GFIQA/images/6251502113_0.png,image_natural,0.619919134,0.048906481,[0.36082474 0.60824742 0.23232323 0.71       0.66666667 1. 0.73737374 0.59375    0.58585859 1.         0.45918367 0.73737374 0.36734694]
GFIQA/images/201339789_0.png,image_natural,0.684145259,0.048832436,[0.54639175 0.04123711 0.68686869 0.66       0.97916667 0.8989899 0.54545455 0.67708333 0.54545455 0.5959596  0.63265306 0.75757576]
GFIQA/images/4303365176_0.png,image_natural,0.881480028,0.048607905,[0.91752577 0.88659794 0.92929293 0.88       0.09375    0.94949495 0.85858586 0.84375    0.80808081 0.71717172 0.96938776 0.84848485 0.96938776]
GFIQA/images/4615757317_0.png,image_natural,0.841443875,0.048555781,[0.88659794 0.20618557 0.54545455 0.65       0.80208333 0.94949495 0.95959596 0.94791667 0.75757576 1.         0.95918367 0.7979798 ]
GFIQA/images/7915594262_1.png,image_natural,0.568075075,0.048515823,[0.48453608 0.55670103 0.2020202  0.37       0.88541667 0.94949495 0.3030303  0.57291667 0.50505051 0.47474747 0.78571429 0.72727273]
GFIQA/images/5017213835_0.png,image_natural,0.509702271,0.048443666,[0.4742268  0.24742268 0.31313131 0.47       0.77083333 0.88888889 0.         0.40625    0.55555556 0.47474747 0.56122449 0.44444444]
GFIQA/images/8166768602_0.png,image_natural,0.468765727,0.048417857,[0.2371134  0.2371134  0.28282828 0.49       0.20833333 0.94949495 0.70707071 0.57291667 0.57575758 0.51515152 0.68367347 0.64646465]
GFIQA/images/2865910517_0.png,image_natural,0.280954235,0.048402364,[0.15463918 0.18556701 0.21212121 0.19       0.23958333 0.91919192 0.09090909 0.41666667 0.36363636 0.22222222 0.5        0.51515152]
GFIQA/images/9103987748_0.png,image_natural,0.317185148,0.048226606,[0.48453608 0.11340206 0.23232323 0.25       0.17708333 0.5959596 0.03030303 0.3125     0.48484848 0.46464646 0.85714286 0.34343434]
GFIQA/images/968473353_0.png,image_natural,0.592601766,0.048018985,[0.58762887 0.54639175 0.64646465 0.4        0.9375     0.96969697 0.2020202  0.5625     0.52525253 0.31313131 0.64285714 0.77777778]
GFIQA/images/4785864426_0.png,image_natural,0.116446479,0.047902871,[0.10309278 0.08247423 0.18181818 0.14       0.125      0.18181818 0.01010101 0.875      0.08080808 0.         0.20408163 0.17171717]
GFIQA/images/6023323646_0.png,image_natural,0.754154502,0.0477427,[0.72164948 0.51546392 0.2020202  0.67       0.5625     0.97979798 0.85858586 0.61458333 0.63636364 1.         0.93877551 0.7979798 ]
GFIQA/images/4341394957_0.png,image_natural,0.587872556,0.047698628,[0.46391753 0.31958763 0.6969697  0.36       0.92708333 0.87878788 0.22222222 0.60416667 0.57575758 0.53535354 0.59183673 0.87878788]
GFIQA/images/6496109477_0.png,image_natural,0.535989241,0.047631832,[0.34020619 0.39175258 0.26262626 0.43       0.8125     0.93939394 0.31313131 0.46875    0.48484848 0.47474747 0.87755102 0.63636364]
GFIQA/images/6745965451_0.png,image_natural,0.522681971,0.047585875,[0.32989691 0.43298969 0.36363636 0.35       0.88541667 0.93939394 0.15151515 0.53125    0.53535354 0.54545455 0.52040816 0.68686869]
GFIQA/images/97114257_0.png,image_natural,0.410849751,0.047563141,[0.34020619 0.21649485 0.2979798  0.25       0.9375     0.72727273 0.18686869 0.515625   0.50505051 0.33838384 0.50510204 0.63636364]
GFIQA/images/6876376418_0.png,image_natural,0.464621213,0.047509152,[0.31958763 0.55670103 0.25252525 0.37       0.23958333 0.95959596 0.44444444 0.72916667 0.62626263 0.26262626 0.68367347 0.62626263]
GFIQA/images/6251825529_0.png,image_natural,0.473646776,0.0469315,[0.67010309 0.39175258 0.32323232 0.61       0.45833333 0.96969697 0.15151515 0.57291667 0.60606061 0.63636364 0.19387755 0.5959596 ]
GFIQA/images/11070703614_0.png,image_natural,0.795654725,0.046744995,[0.74742268 0.09278351 0.91919192 0.825      0.796875   0.8989899 0.73232323 0.65625    0.7020202  0.65656566 0.93877551 0.87878788]
GFIQA/images/2751492475_0.png,image_natural,0.747137093,0.046593387,[0.79381443 0.49484536 0.65656566 0.6        0.9375     0.94949495 0.2020202  0.76041667 0.64646465 1.         0.56122449 0.81818182]
GFIQA/images/4734102965_0.png,image_natural,0.643887502,0.046556758,[0.82474227 0.44329897 0.23232323 0.68       0.70833333 0.97979798 0.66666667 0.46875    0.47474747 1.         0.55102041 0.6969697 ]
GFIQA/images/5015704806_1.png,image_natural,0.058699913,0.046493304,[0.84536082 0.18556701 0.12121212 0.01       0.0625     0.1010101 0.02020202 0.05208333 0.05050505 0.         0.02040816 0.07070707 0.01020408]
GFIQA/images/8180395905_0.png,image_natural,0.440422541,0.046014895,[0.4742268  0.34020619 0.32323232 0.25       0.83333333 0.73737374 0.02020202 0.60416667 0.38383838 0.27272727 0.53061224 0.51515152]
GFIQA/images/5832610457_0.png,image_natural,0.571493464,0.045896965,[0.42268041 0.53608247 0.47474747 0.35       0.90625    0.88888889 0.21212121 0.58333333 0.49494949 0.46464646 0.89795918 0.62626263]
GFIQA/images/4246493153_0.png,image_natural,0.586720553,0.045865706,[0.41237113 0.73195876 0.24242424 0.47       0.91666667 0.97979798 0.29292929 0.60416667 0.54545455 0.52525253 0.64285714 0.67676768]
GFIQA/images/3311533158_1.png,image_natural,0.574484519,0.045762158,[0.35051546 0.57731959 0.3030303  0.34       0.88541667 0.94949495 0.65656566 0.48958333 0.55555556 0.36363636 0.84693878 0.57575758]
GFIQA/images/2397822557_0.png,image_natural,0.532378756,0.045616598,[0.65979381 0.45360825 0.23232323 0.25       0.72916667 0.86868687 0.15151515 0.59375    0.56565657 0.61616162 0.52040816 0.74747475]
GFIQA/images/4513538634_0.png,image_natural,0.344657612,0.045613849,[0.34020619 0.16494845 0.21212121 0.11       0.67708333 0.73737374 0.04040404 0.35416667 0.24242424 0.23232323 0.45918367 0.56565657]
GFIQA/images/8300044894_0.png,image_natural,0.566412204,0.045544331,[0.44329897 0.54639175 0.54545455 0.31       0.94791667 0.91919192 0.17171717 0.61458333 0.52525253 0.49494949 0.54081633 0.73737374]
GFIQA/images/9244463712_0.png,image_natural,0.350844304,0.045494944,[0.13402062 0.2371134  0.23232323 0.29       0.76041667 0.15151515 0.03030303 0.46875    0.41414141 0.28282828 0.66326531 0.54545455]
GFIQA/images/8124207075_0.png,image_natural,0.388860377,0.045394388,[0.29896907 0.31958763 0.24242424 0.36       0.5        0.90909091 0.05050505 0.5        0.50505051 0.28282828 0.59183673 0.62626263]
GFIQA/images/6343160974_0.png,image_natural,0.51096158,0.045299489,[0.34020619 0.09278351 0.36363636 0.35       0.80208333 0.8989899 0.44444444 0.46875    0.56565657 0.48484848 0.69387755 0.62626263]
GFIQA/images/2687557276_0.png,image_natural,0.530301071,0.045247213,[0.58762887 0.44329897 0.31313131 0.23       0.94791667 0.86868687 0.28282828 0.59375    0.52525253 0.37373737 0.54081633 0.65656566]
GFIQA/images/8056088594_0.png,image_natural,0.570009702,0.045198443,[0.31958763 0.3814433  0.63636364 0.36       0.97916667 0.80808081 0.31313131 0.46875    0.54545455 0.47474747 0.78571429 0.76767677]
GFIQA/images/3364054972_0.png,image_natural,0.499865458,0.045197882,[0.55154639 0.27835052 0.35858586 0.385      0.74479167 0.80808081 0.10606061 0.57291667 0.56565657 0.25757576 0.6122449  0.75757576]
GFIQA/images/2899740343_0.png,image_natural,0.485952688,0.044942172,[0.3814433  0.42268041 0.28282828 0.38       0.90625    0.84848485 0.17171717 0.29166667 0.52525253 0.48484848 0.48979592 0.64646465]
GFIQA/images/8271277548_0.png,image_natural,0.620983835,0.044852406,[0.45876289 0.78350515 0.46969697 0.375      0.49479167 0.95959596 0.67171717 0.61979167 0.94444444 0.24747475 0.7755102  0.65151515]
GFIQA/images/9289689074_2.png,image_natural,0.528639864,0.044851696,[0.56701031 0.30927835 0.29292929 0.37       0.6875     0.93939394 0.17171717 0.625      0.53535354 0.42424242 0.70408163 0.71717172]
GFIQA/images/2830424575_0.png,image_natural,0.462739351,0.044772278,[0.34020619 0.22680412 0.36363636 0.48       0.95833333 0.78787879 0.21212121 0.5625     0.44444444 0.43434343 0.58163265 0.65656566]
GFIQA/images/8619901860_0.png,image_natural,0.810929287,0.0447175,[0.8556701  0.15463918 0.87878788 0.71       0.71875    0.94949495 0.94949495 0.86458333 0.6969697  0.87878788 0.65306122 0.5959596 0.97959184]
GFIQA/images/4701087123_0.png,image_natural,0.489907331,0.044680989,[0.46391753 0.32989691 0.44444444 0.37       0.95833333 0.87878788 0.16161616 0.59375    0.51515152 0.48484848 0.51020408 0.63636364]
GFIQA/images/5541605310_0.png,image_natural,0.426126166,0.044610321,[0.18556701 0.36082474 0.38383838 0.36       0.14583333 0.75757576 0.24242424 0.77083333 0.42424242 0.29292929 0.75510204 0.43434343]
GFIQA/images/3265152527_0.png,image_natural,0.527411375,0.044295188,[0.55670103 0.30927835 0.26262626 0.43       0.65625    0.82828283 0.7979798  0.46875    0.49494949 0.29292929 0.8877551  0.34343434]
GFIQA/images/10403794145_1.png,image_natural,0.583584763,0.044289124,[0.37113402 0.71134021 0.39393939 0.71       0.875      0.94949495 0.2020202  0.57291667 0.49494949 0.47474747 0.5        0.74747475]
GFIQA/images/6981789980_0.png,image_natural,0.613348719,0.044285394,[0.70103093 0.31958763 0.45454545 0.61       0.9375     0.95959596 0.24242424 0.60416667 0.57575758 0.53535354 0.60204082 0.81818182]
GFIQA/images/4474052760_3.png,image_natural,0.345501499,0.04428304,[0.2371134  0.2371134  0.23232323 0.3        0.67708333 0.43434343 0.06060606 0.83333333 0.46464646 0.24242424 0.57142857 0.34343434]
GFIQA/images/7979431384_0.png,image_natural,0.773136295,0.043965961,[0.53608247 0.82474227 0.24242424 0.59       0.92708333 0.94949495 0.76767677 0.69791667 0.62626263 1.         0.93877551 0.64646465]
GFIQA/images/6292468592_0.png,image_natural,0.534300613,0.043768225,[0.46391753 0.2371134  0.39393939 0.35       0.77083333 0.92929293 0.31313131 0.61458333 0.52525253 0.42424242 0.54081633 0.84848485]
GFIQA/images/5447401806_0.png,image_natural,0.653503737,0.043760576,[0.71134021 0.69072165 0.33333333 0.42       0.72916667 0.95959596 0.53535354 0.75       0.80808081 1.         0.54081633 0.36363636]
GFIQA/images/8024035352_0.png,image_natural,0.553016993,0.043709903,[0.35051546 0.35051546 0.42424242 0.37       0.82291667 0.78787879 0.51515152 0.07291667 0.5959596  0.47474747 0.73469388 0.65656566]
GFIQA/images/2275686989_0.png,image_natural,0.438149446,0.043704815,[0.36082474 0.30927835 0.4040404  0.36       0.72916667 0.94949495 0.21212121 0.45833333 0.47474747 0.24242424 0.60204082 0.66666667]
GFIQA/images/6881360411_0.png,image_natural,0.232735076,0.043584834,[0.11340206 0.31958763 0.25252525 0.01       0.38541667 0.5959596 0.24242424 0.125      0.33333333 0.02020202 0.75510204 0.29292929 0.10204082]
GFIQA/images/5629869396_0.png,image_natural,0.53094893,0.043575547,[0.68041237 0.20618557 0.28282828 0.4        0.72916667 0.91919192 0.23232323 0.54166667 0.48484848 0.63636364 0.58163265 0.67676768]
GFIQA/images/9200685672_0.png,image_natural,0.446556055,0.043524164,[0.24742268 0.34020619 0.38383838 0.34       0.47916667 0.94949495 0.41414141 0.60416667 0.55555556 0.53535354 0.21428571 0.7979798 ]
GFIQA/images/6250092571_0.png,image_natural,0.491544509,0.043512447,[0.56701031 0.56701031 0.27272727 0.36       0.73958333 0.97979798 0.25252525 0.53125    0.51515152 0.29292929 0.57142857 0.73737374]
GFIQA/images/9277453074_7.png,image_natural,0.117597375,0.043443573,[0.07216495 0.04123711 0.17171717 0.09       0.125      0.29292929 0.04040404 0.84375    0.03030303 0.21212121 0.17346939 0.14141414 0.02040816]
GFIQA/images/4744636877_0.png,image_natural,0.474971666,0.043436337,[0.3814433  0.28350515 0.49494949 0.345      0.859375   0.93434343 0.19191919 0.54166667 0.46464646 0.46969697 0.55612245 0.63636364]
GFIQA/images/6796566203_0.png,image_natural,0.845281485,0.043429303,[0.87628866 0.70103093 0.24242424 0.59       0.8125     0.93939394 0.94949495 0.95959596 1.         0.82653061 0.7979798 ]
GFIQA/images/5507748963_0.png,image_natural,0.50089325,0.043388045,[0.29896907 0.60824742 0.34343434 0.57       0.95833333 0.84848485 0.21212121 0.5625     0.50505051 0.37373737 0.54081633 0.64646465]
GFIQA/images/10603706313_0.png,image_natural,0.549831707,0.043346845,[0.30927835 0.55670103 0.47474747 0.36       0.80208333 0.8989899 0.06060606 0.47916667 0.52525253 0.47474747 0.55102041 0.61616162]
GFIQA/images/5254751816_0.png,image_natural,0.548841767,0.043079631,[0.35051546 0.46391753 0.24242424 0.3        0.88541667 0.87878788 0.7979798  0.46875    0.52525253 0.43434343 0.63265306 0.60606061]
GFIQA/images/2583216529_0.png,image_natural,0.486335362,0.042998777,[0.32989691 0.59793814 0.25252525 0.47       0.73958333 0.94949495 0.84848485 0.47916667 0.5959596  0.47474747 0.40816327 0.32323232 0.31632653]
GFIQA/images/9085340714_0.png,image_natural,0.246436074,0.042940133,[0.2371134  0.2371134  0.15151515 0.25       0.44791667 0.39393939 0.22222222 0.15625    0.36363636 0.08080808 0.92857143 0.16161616 0.25510204]
GFIQA/images/6186588453_0.png,image_natural,0.492542314,0.042854931,[0.35051546 0.46391753 0.24242424 0.34       0.88541667 0.7979798 0.17171717 0.52083333 0.53535354 0.35353535 0.63265306 0.61616162]
GFIQA/images/5841205001_0.png,image_natural,0.585411846,0.042854807,[0.44329897 0.49484536 0.67676768 0.4        0.78125    0.96969697 0.17171717 0.60416667 0.54545455 0.45454545 0.83673469 0.64646465]
GFIQA/images/7923616276_0.png,image_natural,0.553804646,0.042843699,[0.45360825 0.20618557 0.67676768 0.51       0.9375     0.75757576 0.21212121 0.53125    0.53535354 0.42424242 0.70408163 0.6969697 ]
GFIQA/images/2043075008_0.png,image_natural,0.359280639,0.042817082,[0.30927835 0.37113402 0.23232323 0.55       0.20833333 0.94949495 0.15151515 0.40625    0.45454545 0.3030303  0.60204082 0.36363636]
GFIQA/images/10381088173_0.png,image_natural,0.578542128,0.042752884,[0.37113402 0.73195876 0.88888889 0.46       0.48958333 0.94949495 0.17171717 0.52083333 0.51515152 0.61616162 0.53061224 0.6969697 ]
GFIQA/images/3358853211_0.png,image_natural,0.294144843,0.042731782,[0.24742268 0.18556701 0.27272727 0.18       0.41666667 0.5959596 0.04040404 0.86458333 0.34343434 0.23232323 0.3877551  0.33333333]
GFIQA/images/10880650016_0.png,image_natural,0.726782748,0.042705902,[0.77319588 0.7628866  0.65656566 0.66       0.48958333 0.92929293 0.52525253 0.9375     0.57575758 0.8989899  0.7244898  0.78787879 0.15306122]
GFIQA/images/7987041208_0.png,image_natural,0.515175625,0.042631112,[0.46391753 0.36082474 0.28282828 0.36       0.80208333 0.88888889 0.13131313 0.60416667 0.57575758 0.51515152 0.52040816 0.67676768]
GFIQA/images/5309460086_4.png,image_natural,0.103616188,0.042611132,[0.09278351 0.13402062 0.09090909 0.01       0.85416667 0.19191919 0.05050505 0.15625    0.1010101  0.08080808 0.15306122 0.15151515 0.03061224]
GFIQA/images/6499760091_2.png,image_natural,0.432479826,0.042608947,[0.58762887 0.15463918 0.25252525 0.47       0.3125     0.96969697 0.28282828 0.46875    0.54545455 0.47474747 0.6122449  0.5959596 ]
GFIQA/images/3097580296_0.png,image_natural,0.049601011,0.042604584,[0.05154639 0.78350515 0.03030303 0.01       0.26041667 0.1010101 0.01010101 0.01041667 0.02020202 0.05050505 0.02040816 0.03030303 0.        ]
GFIQA/images/9441852370_0.png,image_natural,0.489801916,0.042565468,[0.30927835 0.53608247 0.33333333 0.41       0.32291667 0.8989899 0.95959596 0.54166667 0.52525253 0.54545455 0.70408163 0.44444444 0.30612245]
GFIQA/images/9538803542_0.png,image_natural,0.535386439,0.042444612,[0.40206186 0.27835052 0.45454545 0.36       0.86458333 0.92929293 0.29292929 0.59375    0.61616162 0.35353535 0.66326531 0.61616162]
GFIQA/images/2971521507_0.png,image_natural,0.541150864,0.042443246,[0.71134021 0.21649485 0.36363636 0.39       0.21875    0.86868687 0.52525253 0.66666667 0.47474747 0.55555556 0.76530612 0.73737374]
GFIQA/images/5964169312_0.png,image_natural,0.581210404,0.042367118,[0.22680412 0.69072165 0.63636364 0.44       0.19791667 0.95959596 0.73737374 0.65625    0.54545455 0.71717172 0.52040816 0.64646465]
GFIQA/images/8555128911_0.png,image_natural,0.557806766,0.042219985,[0.46391753 0.57731959 0.65656566 0.35       0.91666667 0.81818182 0.2020202  0.46875    0.54545455 0.31313131 0.78571429 0.5959596 ]
GFIQA/images/8805600617_0.png,image_natural,0.396654194,0.042211758,[0.30927835 0.3814433  0.29292929 0.33       0.5        0.94949495 0.12121212 0.61458333 0.50505051 0.25252525 0.56122449 0.49494949]
GFIQA/images/4462969938_0.png,image_natural,0.30511949,0.042209481,[0.21649485 0.19587629 0.18181818 0.35       0.42708333 0.81818182 0.12121212 0.47916667 0.42424242 0.28282828 0.08163265 0.5959596 ]
GFIQA/images/8115981262_1.png,image_natural,0.496226715,0.042174882,[0.32989691 0.19587629 0.24242424 0.48       0.875      0.7979798 0.27272727 0.57291667 0.54545455 0.42424242 0.60204082 0.61616162]
GFIQA/images/8164199507_0.png,image_natural,0.427822248,0.042174212,[0.31958763 0.19587629 0.3030303  0.32       0.66666667 0.94949495 0.55555556 0.5625     0.45454545 0.23232323 0.5        0.5959596 ]
GFIQA/images/8994106783_0.png,image_natural,0.496619453,0.04216975,[0.2371134  0.51546392 0.34343434 0.31       0.27083333 0.81818182 0.70707071 0.64583333 0.45454545 0.55555556 0.8877551  0.39393939 0.31632653]
GFIQA/images/5694332942_0.png,image_natural,0.604488698,0.04209747,[0.70103093 0.86597938 0.74747475 0.71       0.19791667 0.47474747 0.55555556 0.33333333 0.57575758 0.88888889 0.41836735 0.84848485 0.54081633]
GFIQA/images/6582354023_0.png,image_natural,0.574846828,0.042048308,[0.2371134  0.42268041 0.25252525 0.48       0.79166667 0.88888889 0.81818182 0.65625    0.5959596  0.57575758 0.73469388 0.44444444]
GFIQA/images/5611800409_0.png,image_natural,0.476614555,0.041922073,[0.52061856 0.39175258 0.30808081 0.42       0.72395833 0.93434343 0.11616162 0.45833333 0.5959596  0.42424242 0.58163265 0.7020202 ]
GFIQA/images/5845683409_0.png,image_natural,0.60696146,0.041914611,[0.57731959 0.73195876 0.54545455 0.6        0.91666667 0.94949495 0.47474747 0.59375    0.33333333 0.24242424 0.52040816 0.7979798 ]
GFIQA/images/5967816193_0.png,image_natural,0.46900307,0.041905021,[0.29896907 0.25773196 0.3030303  0.3        0.77083333 0.86868687 0.2020202  0.47916667 0.52525253 0.39393939 0.6122449  0.61616162]
GFIQA/images/2440490866_1.png,image_natural,0.554549805,0.04182793,[0.29896907 0.39175258 0.53535354 0.7        0.90625    0.88888889 0.2020202  0.61458333 0.44444444 0.47474747 0.56122449 0.63636364]
GFIQA/images/10581454986_0.png,image_natural,0.210002291,0.041743294,[0.11340206 0.20618557 0.22222222 0.24       0.89583333 0.39393939 0.14141414 0.19791667 0.13131313 0.15151515 0.39795918 0.23232323 0.09183673]
GFIQA/images/6088033151_0.png,image_natural,0.766463778,0.041672695,[0.82474227 0.94845361 0.56565657 0.71       0.71875    0.94949495 0.87878788 0.58333333 0.65656566 0.71717172 0.14285714 0.82828283 0.81632653]
GFIQA/images/8253917286_0.png,image_natural,0.465709116,0.041578149,[0.37113402 0.39175258 0.24242424 0.41       0.95833333 0.82828283 0.27272727 0.51041667 0.56565657 0.4040404  0.51020408 0.61616162]
GFIQA/images/8703485906_0.png,image_natural,0.686183548,0.041565229,[0.38659794 0.79896907 0.34343434 0.42       0.68229167 0.95959596 0.8989899  0.71354167 0.57575758 1.         0.81632653 0.66161616 0.66326531]
GFIQA/images/4189228224_0.png,image_natural,0.519821172,0.041453064,[0.58762887 0.24742268 0.35353535 0.37       0.72916667 0.84848485 0.21212121 0.47916667 0.55555556 0.4040404  0.62244898 0.82828283]
GFIQA/images/11762798355_0.png,image_natural,0.655211741,0.041284689,[0.78350515 0.45360825 0.29292929 0.48       0.8125     0.90909091 0.51515152 0.67708333 0.63636364 0.47474747 0.92857143 0.8989899 ]
GFIQA/images/6114031489_0.png,image_natural,0.66297933,0.041198187,[0.57731959 0.68041237 0.76767677 0.47       0.98958333 0.94949495 0.37373737 0.55208333 0.47474747 0.47474747 0.94897959 0.6969697 ]
GFIQA/images/6078775716_0.png,image_natural,0.652834379,0.041165264,[0.58762887 0.42268041 0.58585859 0.51       0.72916667 0.8989899 0.14141414 0.89583333 0.56565657 0.61616162 0.55102041 0.81818182]
GFIQA/images/6077178067_0.png,image_natural,0.432539003,0.041095946,[0.25773196 0.25773196 0.25252525 0.32       0.72916667 0.82828283 0.17171717 0.47916667 0.45454545 0.28282828 0.52040816 0.63636364]
GFIQA/images/8614682290_0.png,image_natural,0.507854282,0.040918006,[0.34020619 0.5257732  0.31313131 0.41       0.88541667 0.84848485 0.23232323 0.59375    0.39393939 0.32323232 0.57142857 0.65656566]
GFIQA/images/9669143521_0.png,image_natural,0.197854529,0.040829536,[0.13402062 0.13402062 0.09090909 0.01       0.125      0.14141414 0.05050505 0.35416667 0.42424242 0.70707071 0.5        0.21212121]
GFIQA/images/6070482029_0.png,image_natural,0.809770815,0.040741529,[0.78350515 0.73195876 0.19191919 0.79       0.65625    0.93939394 0.73737374 0.96875    0.6969697  1.         0.7244898  0.87878788]
GFIQA/images/4623724525_0.png,image_natural,0.323628454,0.040728371,[0.33505155 0.32474227 0.22727273 0.275      0.22916667 0.83838384 0.01010101 0.421875   0.44949495 0.24242424 0.43367347 0.61111111]
