dis_img_path,dis_type,score,BalacingElements,ColorHarmony,Content,DoF,Light,MotionBlur,Object,Repetition,RuleOfThirds,Symmetry,VividColor
AADB/datasetImages_originalSize/farm1_373_19942727140_4b2f1fae7c_b.jpg,image_natural,0.4,-0.2,0.6,-0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.2
AADB/datasetImages_originalSize/farm1_334_20278151225_ef455a8201_b.jpg,image_natural,0.35,0.2,0.2,-0.6,-0.2,0.0,0.0,0.4,0.0,0.2,0.0,-0.6
AADB/datasetImages_originalSize/farm1_298_19707565903_7da78655fe_b.jpg,image_natural,0.65,0.2,0.6,0.6,0.0,0.0,-0.2,0.0,0.2,-0.4,0.0,0.6
AADB/datasetImages_originalSize/farm1_273_20200053171_e4acf7c4b7_b.jpg,image_natural,0.6,0.2,0.4,0.4,0.0,0.8,0.0,-0.4,0.0,0.0,0.0,0.4
AADB/datasetImages_originalSize/farm1_355_20006402098_61cde2936a_b.jpg,image_natural,0.5,0.0,0.2,-0.4,0.0,-0.2,0.0,-0.2,0.8,0.2,0.2,-0.4
AADB/datasetImages_originalSize/farm1_384_19376208153_50d6350b2f_b.jpg,image_natural,0.25,0.2,0.0,0.6,0.0,-0.6,0.0,-0.4,0.0,0.0,0.0,-0.6
AADB/datasetImages_originalSize/farm1_255_20076519438_ff14fb0a51_b.jpg,image_natural,0.8,0.4,0.2,1.0,0.0,0.2,0.0,0.4,0.0,0.2,0.0,0.4
AADB/datasetImages_originalSize/farm1_274_19552196773_f6df5a7ebe_b.jpg,image_natural,0.3,0.0,-0.2,-0.2,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-0.4
AADB/datasetImages_originalSize/farm1_366_19960493296_8dd7167d47_b.jpg,image_natural,0.7,0.0,0.6,0.6,0.8,0.4,0.0,0.4,0.0,0.0,0.0,0.2
AADB/datasetImages_originalSize/farm1_308_20118430996_3f5da9b0c6_b.jpg,image_natural,0.35,-0.2,0.2,0.2,0.0,0.0,0.0,-0.4,0.0,-0.2,0.0,0.0
AADB/datasetImages_originalSize/farm1_381_19989989739_97fdec21a8_b.jpg,image_natural,0.45,0.0,0.2,0.0,-0.2,0.0,0.2,-0.8,0.0,-0.2,0.0,0.4
AADB/datasetImages_originalSize/farm1_373_20139873950_65a3d4cffe_b.jpg,image_natural,0.6,0.0,0.6,0.4,-0.2,0.6,0.0,-0.2,0.0,0.0,0.0,0.0
AADB/datasetImages_originalSize/farm1_324_20256603892_4f28060cb6_b.jpg,image_natural,0.4,-0.2,-0.2,0.2,-0.2,0.2,0.0,-0.4,0.2,-0.2,0.0,0.0
AADB/datasetImages_originalSize/farm1_270_19992247750_76bf73d6a7_b.jpg,image_natural,0.3,0.0,-0.2,-0.2,0.0,-0.2,0.0,-0.2,0.0,-0.2,0.0,-0.8
AADB/datasetImages_originalSize/farm1_291_19993908088_aa369d8cd0_b.jpg,image_natural,0.6,0.0,0.8,0.6,0.0,0.2,0.0,-0.4,0.0,0.0,0.0,-0.4
AADB/datasetImages_originalSize/farm1_270_20162087172_6a390a3bca_b.jpg,image_natural,0.6,0.2,0.0,0.8,0.0,0.2,0.0,0.4,0.2,0.2,0.0,0.0
AADB/datasetImages_originalSize/farm1_345_19566676764_d65733e295_b.jpg,image_natural,0.4,-0.2,-0.2,0.6,0.4,0.0,0.0,0.6,0.0,0.4,0.0,-0.6
AADB/datasetImages_originalSize/farm1_367_20195531832_c9c7237431_b.jpg,image_natural,0.3,0.2,-0.2,-0.6,0.0,-0.6,0.0,-1.0,0.0,0.0,0.0,-0.4
AADB/datasetImages_originalSize/farm1_315_19575883773_a7db91ff17_b.jpg,image_natural,0.4,0.0,-0.2,-0.6,0.0,0.4,0.0,-0.2,0.0,0.2,0.0,0.0
AADB/datasetImages_originalSize/farm4_3788_20003583571_a3c9cbac7c_b.jpg,image_natural,0.45,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.0,0.2
AADB/datasetImages_originalSize/farm1_295_20176340542_2b9248e3e0_b.jpg,image_natural,0.5,0.0,0.6,0.4,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.2
AADB/datasetImages_originalSize/farm1_311_19583625063_90324d1a77_b.jpg,image_natural,0.4,0.0,0.6,-0.4,0.0,-0.4,0.0,0.2,0.0,-0.4,0.0,0.0
AADB/datasetImages_originalSize/farm1_361_19996050940_34bffeefcc_b.jpg,image_natural,0.5,0.0,0.0,0.2,0.2,0.2,0.8,0.0,0.0,0.0,0.0,0.0
AADB/datasetImages_originalSize/farm1_261_19649022713_86e012944b_b.jpg,image_natural,0.45,-0.2,0.6,0.4,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,-0.2
AADB/datasetImages_originalSize/farm1_292_20198079701_4bc6427224_b.jpg,image_natural,0.55,0.2,-0.2,0.6,0.0,0.4,0.0,0.2,0.0,-0.2,0.0,0.2
AADB/datasetImages_originalSize/farm1_545_19554914744_aff3094b0e_b.jpg,image_natural,0.5,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AADB/datasetImages_originalSize/farm1_534_19900823640_eed8d03765_b.jpg,image_natural,0.65,0.0,0.8,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0
AADB/datasetImages_originalSize/farm1_315_19998098720_b576b565a2_b.jpg,image_natural,0.35,-0.2,0.2,-0.4,-0.2,0.0,0.0,-0.6,0.0,-0.2,0.0,0.2
AADB/datasetImages_originalSize/farm1_371_20209795345_611bc24d82_b.jpg,image_natural,0.6,0.6,0.2,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.4
AADB/datasetImages_originalSize/farm1_540_19897405448_8093fc2aa3_b.jpg,image_natural,0.45,-0.2,0.0,0.0,0.0,-0.2,0.0,0.2,0.0,0.4,0.0,0.0
AADB/datasetImages_originalSize/farm1_306_19977435622_0d640231cc_b.jpg,image_natural,0.6,0.0,0.4,0.8,0.0,0.0,0.0,-0.2,0.0,0.4,0.0,-0.6
AADB/datasetImages_originalSize/farm1_329_19705630953_db561d137d_b.jpg,image_natural,0.4,0.0,0.2,-0.2,0.0,0.2,0.0,-0.2,0.4,0.0,0.0,0.4
AADB/datasetImages_originalSize/farm1_340_19973357188_70a0a83fc1_b.jpg,image_natural,0.75,0.0,0.6,1.0,0.2,-0.2,0.0,0.4,0.0,0.4,0.0,-0.2
AADB/datasetImages_originalSize/farm1_282_20083357620_57070d4477_b.jpg,image_natural,0.35,0.0,0.0,0.2,0.0,-0.2,0.0,-0.4,0.0,-0.2,0.0,-0.8
AADB/datasetImages_originalSize/farm1_349_19488820113_fc8fcc4216_b.jpg,image_natural,0.5,-0.2,0.2,0.6,0.6,0.0,-0.2,0.2,0.0,-0.2,0.0,0.4
AADB/datasetImages_originalSize/farm1_282_20019109389_5f268ce1f3_b.jpg,image_natural,0.55,0.0,0.8,0.6,0.0,0.4,0.0,-0.6,0.0,-0.2,0.0,0.2
AADB/datasetImages_originalSize/farm1_339_19947470570_b169f88724_b.jpg,image_natural,0.6,0.2,0.0,0.0,0.8,-0.2,0.0,0.2,0.2,-0.2,0.0,0.0
AADB/datasetImages_originalSize/farm1_367_19976586708_e773509875_b.jpg,image_natural,0.9,0.0,0.8,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6
AADB/datasetImages_originalSize/farm1_420_20149917876_6c77080907_b.jpg,image_natural,0.55,0.0,0.2,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4
AADB/datasetImages_originalSize/farm1_276_20012190238_b160752092_b.jpg,image_natural,0.5,0.2,-0.2,1.0,0.0,0.4,0.0,-0.2,0.6,-0.2,0.0,-0.6
AADB/datasetImages_originalSize/farm1_370_20007516100_60139922d4_b.jpg,image_natural,0.2,-0.2,0.2,-0.2,0.0,0.2,0.0,0.0,0.0,-0.6,0.0,-0.4
AADB/datasetImages_originalSize/farm1_395_19996369251_f2bc824d0f_b.jpg,image_natural,0.4,0.2,0.0,-0.6,0.0,0.0,0.0,-0.2,0.0,0.0,0.2,-0.8
AADB/datasetImages_originalSize/farm1_340_20184399195_542c401b29_b.jpg,image_natural,0.5,0.2,-0.4,0.6,0.0,0.6,0.0,-0.2,0.0,0.0,0.0,0.4
AADB/datasetImages_originalSize/farm1_371_19927626688_393a448f8c_b.jpg,image_natural,0.6,0.2,0.2,0.6,0.6,0.0,0.0,-0.4,0.2,0.4,0.0,0.0
AADB/datasetImages_originalSize/farm1_401_20022548338_f3aa417525_b.jpg,image_natural,0.45,0.0,0.2,0.2,0.0,-0.6,0.0,0.2,0.0,-0.2,0.0,-0.8
AADB/datasetImages_originalSize/farm1_302_19556767063_141df00556_b.jpg,image_natural,0.45,-0.2,0.2,-0.2,-0.2,0.2,0.0,-0.4,0.0,-0.2,0.0,0.4
AADB/datasetImages_originalSize/farm1_264_20011970168_14b8ea9836_b.jpg,image_natural,0.525,-0.2,0.7,0.3,-0.1,0.3,-0.1,-0.2,0.0,0.2,0.0,0.4
AADB/datasetImages_originalSize/farm1_453_20291701741_a49b2a9cac_b.jpg,image_natural,0.9,-0.2,0.6,0.8,0.4,0.2,0.0,1.0,0.2,0.4,0.0,0.4
AADB/datasetImages_originalSize/farm1_279_19472464404_d387627760_b.jpg,image_natural,0.5,0.2,0.6,0.6,0.2,0.2,0.0,0.6,0.0,-0.2,0.0,0.2
AADB/datasetImages_originalSize/farm1_458_20159011302_e1cbba127e_b.jpg,image_natural,0.5,0.4,0.2,0.6,-0.2,-0.4,0.2,-0.6,0.0,0.4,0.0,-0.2
AADB/datasetImages_originalSize/farm1_340_19571851564_ba6403fc68_b.jpg,image_natural,0.35,0.2,0.2,0.2,0.0,-0.8,-0.2,-0.6,0.0,0.0,0.0,-0.4
AADB/datasetImages_originalSize/farm1_374_19499675763_5aaa530cbe_b.jpg,image_natural,0.35,-0.2,0.2,0.4,0.0,-0.4,0.0,0.4,0.0,-0.6,0.0,-0.6
AADB/datasetImages_originalSize/farm1_321_20143494366_81b8e751de_b.jpg,image_natural,0.6,0.6,-0.2,0.8,0.4,0.4,0.0,-0.4,0.0,0.4,0.0,0.0
AADB/datasetImages_originalSize/farm1_507_20006041218_975fde4d6d_b.jpg,image_natural,0.35,0.2,0.2,0.6,0.0,-0.2,0.0,-1.0,0.0,0.2,0.0,-0.2
AADB/datasetImages_originalSize/farm1_302_19521402224_a52429e46f_b.jpg,image_natural,0.45,-0.2,0.0,0.6,-0.2,0.4,0.0,0.2,0.0,0.0,0.0,-0.2
AADB/datasetImages_originalSize/farm1_289_20168502332_0339c7bd4a_b.jpg,image_natural,0.562,0.2,0.0,0.2,0.2,0.0,0.0,0.6,0.0,-0.2,0.0,0.0
AADB/datasetImages_originalSize/farm1_259_20007601528_21bcd4916c_b.jpg,image_natural,0.65,-0.2,0.6,0.4,0.4,0.2,0.0,0.8,0.0,0.2,0.0,0.6
AADB/datasetImages_originalSize/farm1_281_20007636260_cb7f8000cf_b.jpg,image_natural,0.6,0.0,0.6,0.6,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.4
AADB/datasetImages_originalSize/farm1_276_19990408449_24310c4b18_b.jpg,image_natural,0.35,-0.2,0.4,0.0,0.0,0.2,0.0,-0.4,0.2,-0.6,0.0,-0.4
AADB/datasetImages_originalSize/farm1_383_19649040604_1a88045cdc_b.jpg,image_natural,0.45,0.2,0.4,-0.4,0.0,0.4,0.0,-0.8,0.0,0.2,0.0,-0.2
AADB/datasetImages_originalSize/farm1_267_20175522052_459f24e973_b.jpg,image_natural,0.55,0.0,0.6,0.4,0.4,0.4,0.0,0.6,0.0,0.0,0.0,0.0
AADB/datasetImages_originalSize/farm1_475_20188928192_09d9bbac0c_b.jpg,image_natural,0.45,0.4,0.0,-0.4,0.2,0.0,0.0,0.4,0.0,0.4,0.2,-0.4
AADB/datasetImages_originalSize/farm1_371_19360550413_20cda81766_b.jpg,image_natural,0.438,-0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0
AADB/datasetImages_originalSize/farm1_396_20303005066_9cb8a5173c_b.jpg,image_natural,0.55,0.0,0.6,0.4,0.0,-0.4,0.0,0.0,0.0,0.4,0.0,-0.4
AADB/datasetImages_originalSize/farm1_338_19980693420_609ee8cab2_b.jpg,image_natural,0.4,0.0,0.0,-0.2,0.2,0.0,0.0,-0.6,0.4,0.2,0.0,-0.4
AADB/datasetImages_originalSize/farm1_300_19993605568_75daa95abd_b.jpg,image_natural,0.9,0.4,0.6,0.8,0.0,0.4,0.0,0.6,0.2,0.2,0.0,0.4
AADB/datasetImages_originalSize/farm1_443_20083983330_4d07215f9d_b.jpg,image_natural,0.4,0.0,0.0,-1.0,-0.2,0.2,0.0,-0.6,0.0,0.0,0.0,0.2
AADB/datasetImages_originalSize/farm4_3726_19989090305_9e53190b89_b.jpg,image_natural,0.45,0.0,0.4,0.4,-0.2,-0.2,0.0,-0.4,0.0,0.4,0.0,-1.0
AADB/datasetImages_originalSize/farm1_381_20078963089_07b6e1456d_b.jpg,image_natural,0.55,0.0,0.2,1.0,0.0,-0.2,0.0,0.0,0.0,0.2,0.0,-0.2
AADB/datasetImages_originalSize/farm1_305_20102989731_c18d6f090a_b.jpg,image_natural,0.7,0.2,0.0,1.0,0.2,0.2,0.0,0.0,0.0,-0.2,0.0,0.6
AADB/datasetImages_originalSize/farm1_441_20278597372_c45694c883_b.jpg,image_natural,0.4,-0.4,0.2,-0.2,0.0,-0.4,0.0,-0.6,0.4,0.0,0.0,0.2
AADB/datasetImages_originalSize/farm1_430_19879183199_84aa4dd439_b.jpg,image_natural,0.4,0.0,0.0,-0.6,-0.2,-0.2,0.0,0.2,0.0,0.0,0.0,-0.6
AADB/datasetImages_originalSize/farm1_440_19985858899_e3924cdacf_b.jpg,image_natural,0.45,0.4,0.6,0.4,-0.2,-0.2,0.0,-0.2,0.0,-0.2,0.0,-0.2
AADB/datasetImages_originalSize/farm4_3753_20174302861_684ceeffe8_b.jpg,image_natural,0.208,-0.167,-0.333,-0.833,0.0,-0.333,0.0,-0.333,0.333,-0.667,0.167,-0.833
AADB/datasetImages_originalSize/farm4_3790_20126480275_385a3fb6f4_b.jpg,image_natural,0.45,0.0,0.4,0.6,0.0,0.2,0.0,-0.6,0.0,0.2,0.0,0.0
AADB/datasetImages_originalSize/farm1_504_19956050456_7bd96daf66_b.jpg,image_natural,0.55,0.0,0.2,0.2,0.2,0.4,0.2,0.6,0.4,0.0,0.0,0.0
AADB/datasetImages_originalSize/farm1_271_19517116504_57c70950c0_b.jpg,image_natural,0.4,-0.2,0.6,-1.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0
AADB/datasetImages_originalSize/farm1_267_20193145045_87cb15bb0a_b.jpg,image_natural,0.188,-0.2,0.2,0.0,0.0,0.2,0.0,-0.4,0.0,0.0,0.0,0.0
AADB/datasetImages_originalSize/farm1_389_19998900778_499f6e62e6_b.jpg,image_natural,0.35,0.0,0.2,-0.2,0.0,-0.8,0.0,0.2,0.0,0.2,0.0,-0.6
AADB/datasetImages_originalSize/farm1_352_20092125520_f9a3718e84_b.jpg,image_natural,0.65,0.2,0.2,0.6,-0.6,0.2,0.0,0.6,0.0,-0.2,0.2,0.8
AADB/datasetImages_originalSize/farm1_388_20011108109_26215f1c7d_b.jpg,image_natural,0.3,0.2,-0.2,-0.2,0.2,0.0,0.0,-0.2,0.0,0.0,0.0,-0.4
AADB/datasetImages_originalSize/farm1_449_20143496451_2df58ea402_b.jpg,image_natural,0.55,0.2,0.4,-0.2,0.2,0.4,-0.2,-0.2,0.2,0.4,0.2,0.4
AADB/datasetImages_originalSize/farm1_384_19496244454_c0e9ccfdec_b.jpg,image_natural,0.3,0.0,0.0,-0.6,-0.6,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
AADB/datasetImages_originalSize/farm1_355_20174367956_c815c44ed3_b.jpg,image_natural,0.8,0.0,0.6,1.0,0.0,0.4,0.0,0.2,0.2,0.0,0.0,1.0
AADB/datasetImages_originalSize/farm1_338_19807933339_6085e74861_b.jpg,image_natural,0.4,0.0,0.6,0.2,0.0,0.2,0.0,-0.4,0.2,-0.2,0.0,-0.2
AADB/datasetImages_originalSize/farm1_353_19581708213_5486da8422_b.jpg,image_natural,0.75,0.0,0.4,1.0,0.6,0.2,-0.2,1.0,0.0,0.0,0.0,0.2
AADB/datasetImages_originalSize/farm1_371_19540683674_108af07af8_b.jpg,image_natural,0.5,0.2,0.6,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0
AADB/datasetImages_originalSize/farm1_393_20184676445_ea5b02f869_b.jpg,image_natural,0.8,0.0,0.8,0.6,0.6,0.2,0.0,0.8,0.0,0.0,0.0,0.4
AADB/datasetImages_originalSize/farm1_265_19986998290_9decb97546_b.jpg,image_natural,0.7,0.4,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
AADB/datasetImages_originalSize/farm1_334_19973424740_4a29585102_b.jpg,image_natural,0.75,0.0,0.6,0.6,0.8,-0.2,0.0,0.8,0.0,0.0,0.0,0.0
AADB/datasetImages_originalSize/farm1_340_20084648046_067ac3b90a_b.jpg,image_natural,0.25,0.0,0.0,-0.8,-0.2,-0.2,0.0,-0.6,0.0,-0.2,0.0,0.0
AADB/datasetImages_originalSize/farm1_264_20265297882_ff880808f5_b.jpg,image_natural,0.45,0.0,-0.2,0.0,0.0,0.6,0.0,-0.6,0.0,0.0,0.0,0.2
AADB/datasetImages_originalSize/farm1_360_20164425986_8c1020ecc5_b.jpg,image_natural,0.55,-0.2,0.0,0.4,-0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.2
AADB/datasetImages_originalSize/farm1_276_20267072262_221f11cebc_b.jpg,image_natural,0.25,0.0,0.0,0.0,0.0,0.2,-0.2,-0.6,0.0,-0.2,0.0,0.0
AADB/datasetImages_originalSize/farm1_561_20013789470_5184a95e43_b.jpg,image_natural,0.45,0.4,0.2,0.2,0.0,-0.4,0.0,-1.0,0.2,0.4,0.0,-0.2
AADB/datasetImages_originalSize/farm1_342_20201195011_e7e8918c33_b.jpg,image_natural,0.417,0.167,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.0,-0.833
AADB/datasetImages_originalSize/farm1_436_19928660899_cabcb63b83_b.jpg,image_natural,0.575,0.1,0.3,0.4,-0.1,0.0,0.0,-0.1,0.2,0.1,0.0,0.5
AADB/datasetImages_originalSize/farm1_277_20189382921_de212149bc_b.jpg,image_natural,0.45,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.4,-0.4,0.0,0.4
AADB/datasetImages_originalSize/farm1_305_20081284480_ee16fc8848_b.jpg,image_natural,0.6,0.8,0.2,0.4,0.2,0.4,0.0,0.4,0.0,0.2,0.0,0.0
AADB/datasetImages_originalSize/farm1_562_19558360544_f0839db7f1_b.jpg,image_natural,0.65,0.0,0.2,0.6,0.2,0.2,0.0,-0.2,0.0,0.2,0.0,0.0
AADB/datasetImages_originalSize/farm1_367_20179246892_2b582d2ff4_b.jpg,image_natural,0.55,0.0,0.2,0.4,0.0,0.6,0.0,0.4,0.0,-0.4,0.0,0.4
AADB/datasetImages_originalSize/farm1_292_19639235944_aa2fe401cc_b.jpg,image_natural,0.55,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.2,-0.2
